compound_lemma	order	cosine_head	cosine_mod	cosine_0:100	cosine_100:0	cosine_50:50	cosine_isolate.mul	cosine_isolate.add	cosine_best	weight_best	freq.w1&w2	freq.w1	freq.w2	pmi.w1&w2	ppmi.w1&w2	source	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	compositionalityHead	stdevHead	compositionalityModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents	sqerr_head	sqerr_mod	sqerr_50:50	sqerr_best
petit_salé	M_H	0.23568	0.095566	0.23568	0.095566	0.2071	0.15008	0.16562	0.23771	0.12474:0.87526	255	2203458	20625	2.04338	2.04338	N/A	petit_salé	petit/a_salé/n	salé	petit	13	3.6923	1.8432	0.8462	1.2810	1.1538	0.9871	porc salé(3);lard(2);viande salée(2);poitrine de porc salée(1);porc(1);bacon(1);jarret de porc(1);viande de porc légèrement salée(1);palette(1);jambonneau(1);porc bouilli(1);spécialité à base de viande de porc(1);porc conservé dans du saumure(1);jambon cuit(1);viande de porc(1);porc préservé dans le sel(1);palette de porc(1);piece de porc(1);morceau de porc(1);chair de porc salé(1);viande(1);viande de cochon(1);viande de porc salé(1);chair de porc(1)	0.0145491844	0.143294802849	0.1389723841	0.150617729025
petit_écran	M_H	0.32316	0.18531	0.32316	0.18531	0.31746	0.24471	0.25423	0.33768	0.2576:0.7424	3023	2203458	226062	2.12182	2.12182	N/A	petit_écran	petit/a_écran/n	écran	petit	10	4.5000	0.9718	2.4000	1.5055	2.5000	1.5811	télévision(8);téléviseur(3);tv(2);programmes télévisés(1);television(1);programmes télé(1);audiovisuel de masse(1);poste télé(1);télevision(1);poste recepteur de television(1);télé(1);récepteur(1);pendant les programmes tv(1)	0.0568440964	0.012691149025	0.0251952129	0.0285069456
petit_enfant	M_H	0.54047	0.22901	0.54047	0.22901	0.49551	0.35182	0.38474	0.55372	0.19277:0.80723	7990	2203458	1199028	1.4253	1.4253	N/A	petit_enfant	petit/a_enfant/n	enfant	petit	14	3.4286	1.6508	2.2143	1.9287	2.7857	1.5777	petit fils(6);petite fille(5);bébés(2);enfants des enfants(2);descendants(2);descendant(2);génération successive(1);enfant de son fils(1);enfants des enfants.(1);progéniture(1);bambin(1);gamin(1);enfant en bas âge(1);en bas âge(1);petits fils(1);postérité(1);enfant de mon enfant(1);jeunes(1);pas encore sevré(1);bébé(1)	0.007142785225	0.029462006025	0.036334078225	0.0482768784
petit_four	M_H	0.28568	0.1782	0.28568	0.1782	0.29111	0.22563	0.23194	0.30439	0.29863:0.70137	1141	2203458	98730	1.9759	1.9759	N/A	petit_four	petit/a_four/n	four	petit	12	0.5833	0.7930	4.4167	0.7930	0.9167	1.0836	amuse gueule(3);petit gâteau(2);canapé(2);amuse bouche(2);petit gâteau sec(1);amuses gueule(1);petites pâtisseries(1);gâteaux appéritifs(1);petite patisserie(1);pâtisserie(1);canapés(1);petit dessert(1);petits gâteaux(1);mignardises(1);patisserie(1);gâteau(1);bonbons boulangerie(1);apéritif(1);bouchée(1);petit gâteau à la crème(1);aperitif(1);gâteaux salés(1)	0.2768653924	0.0865771776	0.213642706225	0.219825011025
petit_nègre	M_H	0.25762	0.16412	0.25762	0.16412	0.27947	0.20562	0.21087	0.28841	0.35347:0.64653	204	2203458	7044	2.89457	2.89457	N/A	petit_nègre	petit/a_nègre/n	nègre	petit	14	0.6429	0.9288	0.5000	0.9405	0.5000	0.6504	mauvais français(2);dialecte(2);français tirailleur(2);pitinègue(2);noire(1);patois(1);vache espagnole(1);langue incorrecte(1);français sommaire(1);langue approximative(1);incorrect(1);langue(1);baragouin(1);incompréhensible(1);langue incompréhensible(1);argot(1);charabia(1);langue vehiculaire(1);sabir(1);langue colonial(1);langage élémentaire(1);language difficile a comprendre(1);français simplifié(1);écrivain pour autrui(1);version simplifiée du français(1);du mauvais français(1);écrivain inconnu(1)	0.2502300529	0.2323818436	0.291313870225	0.296159082025
petit_annonce	M_H	0.37205	0.22042	0.37205	0.22042	0.3985	0.28637	0.29624	0.41431	0.34194:0.65806	13601	2203458	370187	3.13252	3.13252	N/A	petite_annonce	petit/a_annonce/n	annonce	petite	13	4.8462	0.3755	2.2308	1.6909	2.6923	1.5484	annonce classée(8);publicité(3);annonce d'achat/vente(1);ouvrage(1);forme de publicité(1);faire part dans un journal(1);courte information(1);annonce de recherche(1);annonces à vendre(1);annonce d'emploi(1);annonce écrite(1);bref communiqué(1);publicité personnalisée(1);annonce dans la presse(1);recherche d'appartement(1);annonce dans le journal(1);annonce(1);annonces pour l'achat(1);publication(1)	0.080210736225	0.0269124025	0.0258534241	0.028458003025
petit_nature	M_H	-0.054687	0.2459	-0.054687	0.2459	0.14945	0.0	0.095606	0.2459	1:0	344	2203458	561642	-0.961598	0	N/A	petite_nature	petit/a_nature/n	nature	petite	15	1.0000	1.1952	1.2000	1.6562	0.4667	0.6399	faible(4);personne faible(3);personne peureuse(2);peureux(2);petite santé(2);personne fragile(2);fragile(2);peu endurante(2);mauviette(1);personne trop sensible(1);peu endurant(1);femmelette(1);nature de la personne(1);impressionable(1);quelqu'un de febrile(1);petite constitution(1);trouillard(1);faiblard(1);faible nature(1);personne fragille(1);tapette(1);paresseux(1);facilement effrayé(1)	0.0743415669922	0.1466507025	0.231731518225	0.2804867521
pied_noir	H_M	0.047351	0.09809	0.09809	0.047351	0.090779	0.068152	0.072721	0.10019	0.18757:0.81243	857	341128	415050	2.11919	2.11919	N/A	pied_noir	pied/n_noir/a	pied	noir	15	0.1333	0.3519	0.2000	0.5606	0.1333	0.5164	français d'algérie(7);français originaires d'algérie(2);nee en france mais d'origine algérienne(1);juif du magreb(1);franco algérien(1);colons d'afrique du nord(1);colon(1);européens du maghreh(1);blanc d’afrique du nord(1);français juif d'algerie(1);français vivant en afrique du nord(1);français d'afrique(1);colon français en algérie(1);français d'origine européenne(1);juif d’algérie(1);rapatrié d'algérie(1);français en afrique française du nord(1);français vivant au maghreb(1);européen d’afrique du nord(1);francais d'origine algérien(1);personne de descendance européenne(1);rapatrié français d'algerie(1);d'origine algerienne(1);réfugié de la guerre d'algérie(1);européen habitant en afrique du nord(1);colon français(1);juifs d'afrique du nord(1)	0.24702440724	0.259126812025	0.26908029417	0.273984199225
pièce_monté	H_M	0.21308	-0.029009	-0.029009	0.21308	0.12975	0.0	0.092037	0.21308	1:0	231	424675	8882	4.43347	4.43347	N/A	pièce_montée	pièce/n_monté/a	pièce	montée	15	2.0000	1.4142	2.8000	1.4243	2.4667	1.5976	grand gâteau(3);gâteau(3);gâteau de mariage(2);pâtisserie(2);pâtisserie de grande taille(1);patisserie(1);pâte à choux(1);tarte qui sont placées dessus dessous(1);croquembouche(1);superposition de choux(1);ceremonie(1);gâteau de plusieurs morceaux(1);pâtisserie de noces(1);tate a mutiples étages(1);grande pâtisserie(1);gateau(1);pâtisserie aux formes architecturales(1);ouvrage de pâtisserie(1);dessert(1);pâtisserie artistique(1);gâteau décoré(1);gateau de mariage(1);gâteau en étages(1);pâtisserie pyramidale(1);gateau avec plusieurs étages(1);assemblage(1);construction patissière(1)	0.0426587716	0.00555092052025	0.005117256225	0.01281424
plein_lune	M_H	0.57442	0.217	0.57442	0.217	0.50924	0.35305	0.39571	0.58305	0.15584:0.84416	2425	599637	74280	4.31583	4.31583	N/A	pleine_lune	plein/a_lune/n	lune	pleine	13	5.0000	0.0000	3.6923	1.4936	3.5385	1.5064	lune ronde(10);lune entière(4);lune complète(3);phase lunaire(1);face de pleine lune(1);lune brillante(1);lunaison(1);astre de la nuit(1);lune de miel(1);lune à l'apogée(1);astre(1);homonymie(1);clair de lune(1)	0.0452795841	0.0168896016	0.0022014864	0.007026630625
poids_lourd	H_M	0.29503	0.17181	0.17181	0.29503	0.2783	0.22514	0.23342	0.30042	0.81304:0.18696	8536	206945	161239	5.86312	5.86312	N/A	poids_lourd	poids/n_lourd/a	poids	lourd	13	1.7692	1.5359	4.7692	0.4385	2.0769	1.7059	camion(10);38 tonnes(2);gros camion(2);gros porteur(2);véhicule lourd(1);boxeur(1);fardeaux(1);tracteur de remorques(1);véhicule routier(1);fourgon(1);semi remorque(1);long camion(1);camions(1);véhicule de plus de 7,5 tonnes(1);trafic vigoureux(1);véhicule de chargement(1)	0.086245005625	0.135376164225	0.0500730129	0.0551451289
point_faible	H_M	0.23989	0.27992	0.27992	0.23989	0.31691	0.25913	0.2599	0.31884	0.4209:0.5791	5684	1533244	256475	2.98965	2.98965	N/A	point_faible	point/n_faible/a	point	faible	13	1.7692	1.9215	4.0769	1.0377	2.4615	1.7614	faiblesse(6);endroit sensible(4);talon d'achille(4);faille(2);faible(2);défaut(2);difficulté(1);tendon d'achille(1);débilité(1);obstacle(1);insuffisance(1);vulnérabilité(1);point fragile(1);fragilité(1);point de faiblesse(1)	0.070811871025	0.0307721764	0.027607484025	0.0279290944
point_mort	H_M	0.17968	-0.032568	-0.032568	0.17968	0.10084	0.0	0.073557	0.17968	1:0	1467	1533244	520307	0.927823	0.927823	N/A	point_mort	point/n_mort/a	point	mort	14	1.3571	1.2774	1.1429	1.1673	1.0000	1.1767	neutre(2);arret(1);est dans un cul de sac(1);arrêt(1);attente(1);ne va nulle part(1);arrêté sur place(1);à l'arret(1);seuil de rentabibilité(1);immobile(1);status quo(1);point zéro(1);situation bloquée(1);sans changement(1);inaction(1);stagnation(1);arrêté(1);sans évolution(1);stagne(1);inactivité(1);ne bouge pas(1);cesser d'etre(1);pas d'évolution(1);situation qui n'évolue pas(1);au ralenti(1);arrêt de la croissance(1);à l'arrêt(1);statique(1);point d'équilibre(1);mourir(1);trepas(1)	0.1013912964	0.065094378496	0.1227941764	0.1519752256
pot_pourri	H_M	0.13015	0.13685	0.13685	0.13015	0.16612	0.13345	0.1335	0.16621	0.47712:0.52288	371	68864	11366	6.47985	6.47985	N/A	pot_pourri	pot/n_pourri/a	pot	pourri	15	0.7333	1.3870	0.2000	0.5606	0.4000	0.7368	mélange(7);mosaïque(2);mixture(2);odeur agréable mélangés(1);amalgame(1);plantes séchées(1);pot de fleurs sèches(1);mélange de choses diverses(1);assortiment(1);centon(1);mélanges(1);mosaique(1);mix(1);mélange aléatoire(1);divers(1);mix de chansons(1);fleurs séchées(1);compilation(1);morceaux de musique divers(1);assemblage dépareillé(1);désodorisant(1);mélange hétéroclite(1);séquence de pièces de musique(1);florilège(1);medley(1)	0.175071112225	0.279232980625	0.2530693636	0.253114641025
poule_mouillé	H_M	0.27173	0.048048	0.048048	0.27173	0.20982	0.11426	0.15989	0.27177	0.98433:0.015674	127	34370	7047	6.58081	6.58081	N/A	poule_mouillée	poule/n_mouillé/a	poule	mouillée	15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	peureux(8);poltron(4);trouillard(3);lâche(3);mauviette(2);faible(2);peureuse(2);craintif(1);poltronne(1);couarde(1);personne peureuse(1);capon(1);craintive(1);femmelette(1);froussard(1);timoré(1);chiffe molle(1);pas brave(1);quelqun'un qui a peur(1);personne sans caractère(1)	0.404324298225	0.274601152576	0.3659161081	0.404349733225
poupée_russe	H_M	0.22643	0.063312	0.063312	0.22643	0.2035	0.11973	0.14487	0.2343	0.78926:0.21074	587	16741	80612	6.39392	6.39392	N/A	poupée_russe	poupée/n_russe/a	poupée	russe	12	4.4167	0.7930	3.6667	0.9847	3.7500	1.0553	matriochka(6);poupée gigogne(5);matriochkas(3);gigogne(1);matrioshka(1);gigognes(1);poupées emboîtables(1);figurine(1);structure en type d'oignon(1);taille variable(1);poupées emboîtées(1);poupées de tailles décroissantes(1);poupées gigognes(1);mannequin(1)	0.072967515625	0.040676435856	0.0219780625	0.0176491225
premier_ministre	M_H	0.7305	0.26698	0.7305	0.26698	0.63977	0.44162	0.49874	0.73907	0.14006:0.85994	72494	2836274	712965	3.89799	3.89799	N/A	premier_ministre	premier/a_ministre/n	ministre	premier	12	5.0000	0.0000	3.5833	1.3790	3.6667	1.7233	chef du gouvernement(8);président du conseil(3);chef de gouvernement(2);chancelier(2);bras droit du president(1);dirigeant(1);responsable de l'equipe ministérielle(1);résident de matignon(1);bras droit du président(1);président(1);president du conseil(1);président du conseil des ministres(1);tête de gouvernement(1);chef de l'exécutif(1);membre du gouvernement(1)	0.0181575625	0.0069172489	0.007490037025	0.018549078025
premier_plan	M_H	0.23525	0.15678	0.23525	0.15678	0.25288	0.19205	0.19602	0.26039	0.34935:0.65065	13772	2836274	993848	1.90497	1.90497	N/A	premier_plan	premier/a_plan/n	plan	premier	11	2.3636	1.1201	3.5455	1.4397	2.8182	1.1677	en vedette(3);au centre de l'attention(2);vedette(1);ce qui est devant(1);en tête(1);avant plan(1);très remarquable(1);sur le devant d'un espace(1);en avant(1);primordial(1);au coeur du probleme(1);de limelight(1);chose se situant devant l'arrière plan(1);premier degré(1);en premier(1);feux de la rampe(1);central(1);en premier degré(1);plus visible(1);précédent(1);au devant(1);au premier abord(1);au devant de la scène(1)	0.020997459025	0.0170851041	0.00394384	0.004429568025
premier_dame	M_H	0.18794	0.082962	0.18794	0.082962	0.19235	0.12487	0.13545	0.20606	0.3094:0.6906	1611	2836274	87936	2.18416	2.18416	N/A	première_dame	premier/a_dame/n	dame	première	12	5.0000	0.0000	1.9167	1.5050	1.9167	1.5050	femme du président(5);épouse du président(4);femme du chef d'état(1);Épouse(1);autorité(1);conjointe du président(1);épouse d'un chef de gouvernement(1);épouse du president de la république(1);épouse du chef du gouvernement(1);favorite(1);conjointe du chef d'etat(1);première confidente(1);compagne du président(1);presidente de l'union des femmes(1);femme du plus haut personnage de l'etat(1);épouse du dirigeant(1);épouse présidentielle(1);first lady(1);femme de président(1);compagne de l'élu(1);femme(1)	0.1648603609	0.025008575881	0.045298737225	0.0482636961
prince_charmant	H_M	0.2955	0.39052	0.39052	0.2955	0.42524	0.3397	0.34301	0.43277	0.37101:0.62899	1642	77463	33390	6.77202	6.77202	N/A	prince_charmant	prince/n_charmant/a	prince	charmant	12	2.0000	2.2156	3.2500	1.8153	2.0000	1.8091	homme idéal(3);homme rêvé(2);sauveur(1);prince séducteur(1);amoureux(1);époux(1);chevalier(1);grand amour(1);beau gosse riche(1);agréable(1);irresistible(1);partenaire idéal(1);âme soeur(1);jeune homme merveilleux(1);homme charmant(1);homme de sa vie(1);mec(1);homme de la vie(1);dauphin charmant(1);homme de ses rêves(1);future marie(1);amant(1);homme vertueux(1);qui a beaucoup de charme(1);bonhomme(1);chéri(1);homme de rêves(1)	0.0613800625	0.0020484676	0.0977312644	0.100099468225
prévision_météorologique	H_M	0.3564	0.4046	0.4046	0.3564	0.45892	0.37974	0.3805	0.46094	0.43034:0.56966	8426	145831	35040	7.72655	7.72655	N/A	prévision_météorologique	prévision/n_météorologique/a	prévision	météorologique	10	4.5000	1.0801	4.8000	0.6325	4.7000	0.6749	prévision du temps(4);météo(4);prévision météo(2);probabilité(1);prévoir l'état atmosphérique(1);temps à venir(1);probabilités d'évolution du temps(1);pronostic climatique(1);alerte(1);annonce météorologique(1);bulletin météo(1);point sur la météo(1);prévision climatique(1);temps qu'il fera(1);bulletin météorologique(1);pronostiquer le temps(1);météorologie(1)	0.04919524	0.06640929	0.0443270916	0.0439028209
recherche_scientifique	H_M	0.52003	0.66305	0.66305	0.52003	0.66397	0.5872	0.59154	0.68238	0.2674:0.7326	15320	2145569	585686	2.81938	2.81938	N/A	recherche_scientifique	recherche/n_scientifique/a	recherche	scientifique	13	4.8462	0.3755	4.5385	1.3914	4.9231	0.2774	science(2);sondage scientifique.(1);etude scientifique(1);quête d'avancées scientifiques(1);essai(1);prospection(1);expérimentations scientifiques(1);découverte scientifique(1);expérimentation scientifique(1);sciences(1);recherche du progrès(1);Étude(1);expérience scientifique(1);expérience(1);travail scientifique(1);quête de savoir.(1);oeuvre littéraire(1);resoudre problème(1);étude(1);recherche rationaliste(1);expérimentation en science(1);recherche rationnelle(1);experience(1);découverte(1);connaissances pouvant être vérifiées(1);enquête(1);recherche qui développe les sciences(1);recherche méthodique.(1)	0.043775100625	0.005802630625	0.023297443225	0.0205721649
ressource_humain	H_M	0.38239	0.29814	0.29814	0.38239	0.40579	0.33765	0.34026	0.41309	0.64659:0.35341	36558	523078	616727	5.04891	5.04891	N/A	ressources_humaines	ressource/n_humain/a	ressources	humaines	11	3.4545	1.1282	4.3636	1.2060	3.9091	1.1362	service du personnel(5);personnel(4);employés(2);gestion du personnel(2);ressources sociales(1);ressources humanitaires(1);services du personnel(1);administration d'une entreprise(1);capital humain(1);service administrative(1);service du recrutement(1);gestion du capital humain(1);ensemble des salariés(1)	8.7025e-08	0.0500193225	0.006229155625	0.005666325625
rond_point	M_H	-0.093765	0.13876	-0.093765	0.13876	0.031473	0.0	0.022497	0.13876	1:0	7776	121904	1533244	4.04683	4.04683	N/A	rond_point	rond/a_point/n	point	rond	11	2.6364	1.6895	4.1818	0.9816	3.1818	1.3280	place circulaire(3);carrefour(3);carrefour giratoire(3);place ronde(2);place circulaire à plusieurs rues(1);route circulaire(1);square(1);place giratoire(1);croisement de routes(1);croisement en rond(1);carrefour à sens giratoire(1);croisement circulaire(1);croisement de route sans arrêt(1);routes en cercle(1);place circulaire en étoile(1);etoile(1);moment inoubliable carrefour(1);croisement à plusieurs voies(1)	0.00550007640625	0.0712783204	0.0145500287522	0.0044863204
roulette_russe	H_M	0.23321	0.079437	0.079437	0.23321	0.21834	0.13611	0.15632	0.24454	0.75866:0.24134	323	13002	80612	6.04931	6.04931	N/A	roulette_russe	roulette/n_russe/a	roulette	russe	15	2.3333	1.3452	0.7333	1.3870	0.8667	1.1872	jeu dangereux(4);jeu de hasard mortel(3);jeu suicidaire(3);jeu de hasard(2);jeu mortel(2);phénomène aléatoire(1);jeu de pistolet(1);risque(1);décision risquée(1);jeu dangereux avec un pistolet(1);roulette hasardé(1);suicide(1);tourner le barillet et tirer(1);jeu(1);situation dangereuse(1);jeu de hasard potentiellement mortel(1);on fait tourner le barillet et on tire(1);jeu à haut risque(1);pari(1);hazard(1);tenter sa chance(1);duel(1);roulette risqué(1);loterie(1)	0.022483503025	0.154494984422	0.1899477889	0.2015381449
réchauffement_climatique	H_M	0.7109	0.52589	0.52589	0.7109	0.71292	0.61144	0.6184	0.73676	0.7273:0.2727	12374	40190	101091	8.34012	8.34012	N/A	réchauffement_climatique	réchauffement/n_climatique/a	réchauffement	climatique	15	4.3333	1.3452	4.9333	0.2582	4.4000	1.1832	réchauffement de la planète(4);réchauffement global(4);réchauffement planétaire(4);changement climatique(3);élévation de l'eau sur la planète(1);réchauffement des pôles(1);changement de temperature(1);montée de la temperature(1);soleil(1);chaleureux(1);destructeur(1);Élévation de la température(1);hausse des températures(1);montée des températures(1);écocide mondial(1);previsions(1);climat qui se réchauffe(1);faire fondre(1);transformation du climat(1);temps changeant(1)	0.0001256641	0.050048401225	0.0005541316	0.0001350244
région_parisien	H_M	0.43692	0.37185	0.37185	0.43692	0.51237	0.40308	0.40439	0.5151	0.56646:0.43354	14521	887251	172783	4.86959	4.86959	N/A	région_parisienne	région/n_parisien/a	région	parisienne	14	4.5000	1.3445	4.3571	1.0082	4.4286	0.8516	ile de france(4);banlieue parisienne(3);paris et ses environs(2);île de france(2);alentours de paris(2);Île de france(2);paris intra muros(1);banlieue(1);quartier parisien(1);grande couronne(1);région de paris(1);périphérie de paris(1);paris et ses départments mitoyens(1);aire métropolitaine de paris(1);province(1);région ile de france(1);grande banlieue(1);autour de paris(1);entourage parisien(1);localité(1);aux environs de paris(1);l'Île de france(1)	0.0329567716	0.034408395025	0.016779316225	0.0164275489
réseau_social	H_M	0.2333	0.12587	0.12587	0.2333	0.22035	0.17136	0.17959	0.23906	0.79588:0.20412	7906	974683	1849119	1.79721	1.79721	N/A	réseau_social	réseau/n_social/a	réseau	social	11	4.0909	1.0445	4.3636	1.0269	4.0909	1.0445	facebook(2);twitter(1);linkedin(1);site web(1);groupe de connaissances(1);interactions sociales(1);plateforme de communication(1);communauté(1);village virtuel(1);médias sociaux(1);congrégation(1);réseau d'amis(1);site internet(1);média social(1);liens personnels(1);réseau numérique d'échange(1);réseau sur internet(1);réseau professionnel(1);communauté sur internet(1);ensemble d'identités sociales(1);structure sociale(1);connecter les gens(1);média(1)	0.0406143409	0.095966746225	0.043266080025	0.0394618225
sang_froid	H_M	0.25474	0.23737	0.23737	0.25474	0.30202	0.2459	0.24605	0.30239	0.53483:0.46517	3433	157023	184888	5.09146	5.09146	N/A	sang_froid	sang/n_froid/a	sang	froid	15	0.6667	0.9759	0.4000	0.7368	0.4667	0.7432	calme(10);tête froide(2);impassibilité(2);assurance(2);maîtrise de soi(2);inpassible(1);garder son calme(1);flegme(1);patience(1);calme total(1);concentration(1);presence d'esprit(1);de marbre(1);froideur(1);sérénité(1);calme absolut(1);maitrise de soi(1);tranquilité(1);courage(1);perdre sa concentration(1);tête sur les épaules(1);calcul(1);se retenir(1)	0.2440656409	0.290181529225	0.3109958289	0.311202201025
second_degré	M_H	0.53285	0.21023	0.53285	0.21023	0.46807	0.33469	0.37154	0.53799	0.13027:0.86973	13441	509080	164405	5.39753	5.39753	N/A	second_degré	second/a_degré/n	degré	second	10	1.7000	1.8886	2.4000	2.0656	1.4000	1.8974	ironie(5);humour(3);ironique(1);idée sous jacente(1);humour du contraire(1);deuxième niveau(1);dire le contraire de ce qu'on pense(1);version humoristique(1);sens caché(1);dérision(1);humour douteux(1);pince sans rire(1);sens figuré(1);insulte sans importance(1);sens inverse(1);sens abstrait(1);sens non litéral(1)	0.181838280625	0.015653763225	0.206147781225	0.239116110025
second_rôle	M_H	0.14868	0.055118	0.14868	0.055118	0.13105	0.090526	0.1019	0.1507	0.14903:0.85097	2264	509080	554815	2.40006	2.40006	N/A	second_rôle	second/a_rôle/n	rôle	second	14	4.3571	1.2157	3.5000	1.0919	3.6429	1.0818	figurant(5);rôle secondaire(4);faire valoir(2);acteur secondaire(2);rôle mineur(2);deuxième rôle(1);deuxieme(1);allié(1);rôle moins important(1);suivant(1);role pas primaire(1);pas le hero/vedette principal(1);petit rôle(1);personage de second plan(1);assistant(1);role d'importance seconbde(1);personnage secondaire(1);rôle de soutien(1);pas le rôle principal(1);deutéragoniste(1);acteur de deuxième plan(1);deuxième(1)	0.0882565264	0.029735898481	0.026586933025	0.0234794329
septième_ciel	M_H	0.2398	0.063027	0.2398	0.063027	0.20572	0.12294	0.15141	0.24366	0.15497:0.84503	256	18971	157841	4.76709	4.76709	N/A	septième_ciel	septième/a_ciel/n	ciel	septième	14	0.2857	0.4688	0.4286	1.1579	0.2143	0.5789	orgasme(4);paradis(3);béatitude(2);aux anges(1);plaisir(1);bonheur incommensurable(1);apogée du plaisir(1);bonheur(1);extrêmement hereux(1);jouissance(1);au nirvana(1);être au paradis(1);extase(1);plaisance(1);prendre son pied(1);plaisir intense(1);immense bonheur(1);félicité(1);satisfait de plaisir(1);en pleine jouissance(1);délire fantasmagorique(1);apogée(1);au paradis(1);enchantement(1);parfaitement haureux(1);etre sur un petit nuage(1);en plein bonheur(1);sommet du plaisir(1)	0.3166988176	0.198731844642	0.3136	0.3352062609
service_public	H_M	0.50085	0.55309	0.55309	0.50085	0.60465	0.52632	0.52697	0.60699	0.42171:0.57829	108842	2486228	1502067	3.69094	3.69094	N/A	service_public	service/n_public/a	service	public	14	4.6429	0.8419	4.8571	0.3631	4.7143	0.6112	administration(4);service collectif(4);administration publique(2);service administratif(2);services de l'etat(2);utilité publique(2);service social(1);services de l'état(1);service d'utilité publique(1);bien commun(1);service non bénéficiaire(1);etat(1);service d'intérêt général(1);services ouverts à tous(1);service par l'état(1);services sociaux(1);fonction publique(1);entreprise d'état(1);adminstration publique(1);services administratifs(1);accueil du public(1);activité d'intérêt général(1)	0.031739204025	0.037976265625	0.019750086225	0.019422603225
site_officiel	H_M	0.5764	0.36665	0.36665	0.5764	0.58527	0.45971	0.47153	0.61146	0.70571:0.29429	26312	2983548	344306	3.56179	3.56179	N/A	site_officiel	site/n_officiel/a	site	officiel	13	4.4615	1.1983	4.4615	0.9674	4.8462	0.3755	site internet(3);site web(3);site reconnu(2);site accrédité(2);internet(2);site authentique(2);site solennel(1);site certifié(1);site réel(1);centre d'information officiel(1);page web officiel(1);adresse electronique(1);site unique(1);bureau d'information officiel(1);endroit officiel(1);site de référence(1);page officielle(1);site(1);page autorisée(1);page(1);siège(1)	0.01083681	0.043670550625	0.031189326025	0.0267355201
soirée_privé	H_M	0.43814	0.034797	0.034797	0.43814	0.36047	0.12347	0.23647	0.4487	0.82213:0.17787	354	229204	239321	2.18329	2.18329	N/A	soirée_privée	soirée/n_privé/a	soirée	privée	15	4.4000	0.9103	4.5333	0.7432	4.5333	0.7432	fête(4);soirée entre amis(2);événement privé(2);galas privés(1);soirée intime(1);célébration(1);soirée exclusive(1);rassemblement privilégié(1);soirée sur invitation(1);spectacle(1);cercle,fermé(1);événement intime(1);rassemblement selectif(1);soirée particulière(1);réception(1);seulement sur invitation(1);party(1);reunion sociale privée(1);reception(1);soirée non public(1);moment privé(1);séance(1);réception sur invitation(1);evénement(1);fête privée(1);soirée fermée(1);petit groupe(1);événements privés(1)	0.0258984649	0.151524515382	0.051268280625	0.0332369361
sucre_roux	H_M	0.54209	0.14191	0.14191	0.54209	0.45122	0.27736	0.342	0.5456	0.89493:0.10507	1168	121420	33010	5.99339	5.99339	N/A	sucre_roux	sucre/n_roux/a	sucre	roux	13	5.0000	0.0000	4.1538	1.0682	4.3077	0.8549	cassonade(9);sucre de canne(4);sucre brut(3);sucre brun(2);vergeoise(2);sucre complet(1);sucre impur de canne ou de betterave(1);sucre non raffiné(1);sucre naturel(1);sucre brut issu de la canne(1);sucre peu raffiné(1);saccharose(1);substance alimentaire(1);sucre(1)	0.052420392025	0.067498638025	0.0184769649	0.0078747876
sécurité_routier	H_M	0.46573	0.6859	0.6859	0.46573	0.67982	0.56519	0.57582	0.71067	0.2573:0.7427	19030	859809	135175	5.4169	5.4169	N/A	sécurité_routière	sécurité/n_routier/a	sécurité	routière	11	4.5455	0.6876	4.8182	0.4045	4.5455	0.5222	prévention routière(6);conduite sécuritaire(2);sécurité des usagers(1);sécurité des usagers de la route(1);conduite sécuritère(1);conduite sécurisée(1);circulation civique(1);conduite prudente(1);prevention routiere(1);réglementation routière(1);conduite civique(1);règles de sécurité sur la route(1);règles et service routiers(1);sécurité sur la route(1);protection des personnes(1);minimisation des dangers routiers(1);prevention des accidents(1);assurance(1)	0.031058775225	0.0145660761	0.0047872561	0.002890675225
sécurité_social	H_M	0.30433	0.51637	0.51637	0.30433	0.50041	0.39642	0.41035	0.5336	0.23481:0.76519	67528	859809	1849119	4.06753	4.06753	N/A	sécurité_sociale	sécurité/n_social/a	sécurité	sociale	12	3.3333	1.3027	4.0000	1.3484	3.6667	1.0731	assurance sociale(5);aide sociale(4);protection sociale(4);couverture sociale(3);protection pour tous(1);assurance maladie(1);système assurant(1);taxe obligatoire de médecine(1);assurances(1);systeme d'assurance(1);bien être social(1);sécurité médicale(1);prévoyance sociale(1);aide médicale financière(1);paiement(1)	0.000210105025	0.001748494225	0.000284428225	0.0011195716
table_bas	H_M	0.40284	0.064948	0.064948	0.40284	0.31359	0.16175	0.23389	0.40332	0.95281:0.047187	2123	298269	400935	3.1952	3.1952	N/A	table_basse	table/n_bas/a	table	basse	14	4.9286	0.2673	4.8571	0.3631	4.7857	0.4258	table de salon(8);petite table(3);table à café(3);meuble de salon(2);table(2);table de café(1);table pour magazines(1);surface(1);tablette(1);table à thé(1);meuble(1);table de nuit(1);plqnche(1);petit table(1);table de peu de hauteur(1);table a hauteur de fauteuil(1)	0.08082649	0.192673590916	0.090207119025	0.0652700304
